MLS#,Province,Region,City,Subdivision,Street,Address,Property Type,Date Listed,Price,Beds,Baths,Total_Sqft,Bedroom_Sqm,Dining_Sqm,Living_Sqm,Kitchen_Sqm,Cooling,Heating,Parking,Basement,Amenities,Features,Exterior Features,Street_City,LatLong,Latitude,Longitude
R2651680,BC,Vancouver,Vancouver,Killarney VE,3250 E 50th Avenue,"3250 E 50th Avenue, Vancouver, BC",Single Family,2022-02-09,1729000,4 bed,3 bath,2000.0,0.0,0.0,0.0,0.0,,,,,,,,"3250 E 50th Avenue , Vancouver","(49.2238578, -123.0409717)",49.2238578,-123.0409717
R2651627,BC,Vancouver,Vancouver,Kerrisdale,2026 W 48th Avenue,"2026 W 48th Avenue, Vancouver, BC",Single Family,2022-02-09,2998000,3 bed,3 bath,2081.0,0.0,0.0,0.0,0.0,,,,,,,,"2026 W 48th Avenue , Vancouver","(49.2281221, -123.1563433)",49.2281221,-123.1563433
R2651950,BC,Vancouver,Vancouver,South Marine,1811 E Kent Avenue North,"1811 E Kent Avenue North, Vancouver, BC",Single Family,2022-02-09,3178000,11 bed,8 bath,5310.0,0.0,0.0,0.0,0.0,,,,,,,,"1811 E Kent Avenue North , Vancouver","(49.2067911, -123.0637278)",49.2067911,-123.0637278
R2652840,BC,Vancouver,Burnaby,South Slope,7938 Edson Avenue,"7938 Edson Avenue, Burnaby, BC",Single Family,2022-02-09,1999000,6 bed,3 bath,2880.0,0.0,0.0,0.0,0.0,,,,,,,,"7938 Edson Avenue , Burnaby","(49.2116609, -123.003151)",49.2116609,-123.003151
R2652708,BC,Vancouver,Vancouver,MacKenzie Heights,2526 W 36th Avenue,"2526 W 36th Avenue, Vancouver, BC",Single Family,2022-02-09,3850000,6 bed,3 bath,2828.0,0.0,0.0,0.0,0.0,,,,,,,,"2526 W 36th Avenue , Vancouver","(49.2395389, -123.1880866)",49.2395389,-123.1880866
R2651462,BC,Vancouver,Vancouver,Downtown VW,889 Pacific Street,"2904-889 Pacific Street, Vancouver, BC",Condo,2022-02-09,1475000,1 bed,1 bath,637.0,0.0,0.0,0.0,0.0,,,,,,,,"889 Pacific Street , Vancouver","(49.2759504, -123.130746)",49.2759504,-123.130746
R2651462,BC,Vancouver,Vancouver,Downtown VW,889 Pacific Street,"2904-889 Pacific Street, Vancouver, BC",Condo,2022-02-09,1475000,1 bed,1 bath,637.0,0.0,0.0,0.0,0.0,,,,,,,,"889 Pacific Street , Vancouver","(49.2759504, -123.130746)",49.2759504,-123.130746
R2651640,BC,Vancouver,Vancouver,Coal Harbour,1616 Bayshore Drive,"1904-1616 Bayshore Drive, Vancouver, BC",Condo,2022-02-09,2198000,2 bed,2 bath,1257.0,0.0,0.0,0.0,0.0,,,,,,,,"1616 Bayshore Drive , Vancouver","(49.2919408, -123.1313676)",49.2919408,-123.1313676
R2651640,BC,Vancouver,Vancouver,Coal Harbour,1616 Bayshore Drive,"1904-1616 Bayshore Drive, Vancouver, BC",Condo,2022-02-09,2198000,2 bed,2 bath,1257.0,0.0,0.0,0.0,0.0,,,,,,,,"1616 Bayshore Drive , Vancouver","(49.2919408, -123.1313676)",49.2919408,-123.1313676
R2651462,BC,Vancouver,Vancouver,Downtown VW,889 Pacific Street,"2904-889 Pacific Street, Vancouver, BC",Condo,2022-02-09,1475000,1 bed,1 bath,637.0,0.0,0.0,0.0,0.0,,,,,,,,"889 Pacific Street , Vancouver","(49.2759504, -123.130746)",49.2759504,-123.130746
R2651462,BC,Vancouver,Vancouver,Downtown VW,889 Pacific Street,"2904-889 Pacific Street, Vancouver, BC",Condo,2022-02-09,1475000,1 bed,1 bath,637.0,0.0,0.0,0.0,0.0,,,,,,,,"889 Pacific Street , Vancouver","(49.2759504, -123.130746)",49.2759504,-123.130746
R2651640,BC,Vancouver,Vancouver,Coal Harbour,1616 Bayshore Drive,"1904-1616 Bayshore Drive, Vancouver, BC",Condo,2022-02-09,2198000,2 bed,2 bath,1257.0,0.0,0.0,0.0,0.0,,,,,,,,"1616 Bayshore Drive , Vancouver","(49.2919408, -123.1313676)",49.2919408,-123.1313676
R2651640,BC,Vancouver,Vancouver,Coal Harbour,1616 Bayshore Drive,"1904-1616 Bayshore Drive, Vancouver, BC",Condo,2022-02-09,2198000,2 bed,2 bath,1257.0,0.0,0.0,0.0,0.0,,,,,,,,"1616 Bayshore Drive , Vancouver","(49.2919408, -123.1313676)",49.2919408,-123.1313676
R2651674,BC,Vancouver,Burnaby,Metrotown,5885 Irmin Street,"414-5885 Irmin Street, Burnaby, BC",Condo,2022-02-09,699900,2 bed,2 bath,906.0,0.0,0.0,0.0,0.0,,,,,,,,"5885 Irmin Street , Burnaby","(49.2156256, -122.9785695)",49.2156256,-122.9785695
R2651512,BC,Vancouver,Vancouver,South Granville,1561 W 57th Avenue,"803-1561 W 57th Avenue, Vancouver, BC",Condo,2022-02-09,1380000,2 bed,2 bath,923.0,0.0,0.0,0.0,0.0,,,,,,,,"1561 W 57th Avenue , Vancouver","(49.219362, -123.1408276)",49.219362,-123.1408276
R2651984,BC,Vancouver,Vancouver,Knight,4480 Knight Street,"4480 Knight Street, Vancouver, BC",Single Family,2022-02-09,2180000,5 bed,2 bath,1850.0,0.0,0.0,0.0,0.0,,,,,,,,"4480 Knight Street , Vancouver","(49.244884549999995, -123.075933347541)",49.244884549999995,-123.075933347541
R2651847,BC,Vancouver,North Vancouver,Upper Lonsdale,115 W Queens Road,"8-115 W Queens Road, North Vancouver, BC",Townhome,2022-02-09,1788000,3 bed,3 bath,1540.0,0.0,0.0,0.0,0.0,,,,,,,,"115 W Queens Road , North Vancouver","(49.3365583, -123.0853239)",49.3365583,-123.0853239
R2651565,BC,Vancouver,West Vancouver,Ambleside,1480 Duchess Avenue,"201-1480 Duchess Avenue, West Vancouver, BC",Condo,2022-02-09,1200000,2 bed,2 bath,1222.0,0.0,0.0,0.0,0.0,,,,,,,,"1480 Duchess Avenue , West Vancouver","(49.3292752, -123.1348884)",49.3292752,-123.1348884
R2651541,BC,Vancouver,Vancouver,Downtown VW,233 Robson Street,"1603-233 Robson Street, Vancouver, BC",Condo,2022-02-09,995000,2 bed,2 bath,1010.0,0.0,0.0,0.0,0.0,,,,,,,,"233 Robson Street , Vancouver","(49.2785365, -123.11489359937889)",49.2785365,-123.11489359937889
R2651959,BC,Vancouver,Vancouver,Marpole,8418 Selkirk Street,"8418 Selkirk Street, Vancouver, BC",Single Family,2022-02-09,1958000,3 bed,3 bath,1543.0,0.0,0.0,0.0,0.0,,,,,,,,"8418 Selkirk Street , Vancouver","(49.223987, -123.1334152)",49.223987,-123.1334152
R2651928,BC,Vancouver,Burnaby,Capitol Hill BN,130 N Warwick Avenue,"130 N Warwick Avenue, Burnaby, BC",Single Family,2022-02-09,1528000,4 bed,2 bath,2400.0,0.0,0.0,0.0,0.0,,,,,,,,"130 N Warwick Avenue , Burnaby","(49.2861608, -122.9780119)",49.2861608,-122.9780119
R2651631,BC,Vancouver,North Vancouver,Westlynn,1743 Rufus Drive,"1743 Rufus Drive, North Vancouver, BC",Townhome,2022-02-09,1649999,3 bed,3 bath,2228.0,0.0,0.0,0.0,0.0,,,,,,,,"1743 Rufus Drive , North Vancouver","(49.3264647, -123.0453686)",49.3264647,-123.0453686
R2651385,BC,Vancouver,North Vancouver,Lower Lonsdale,255 W 1st Street,"326-255 W 1st Street, North Vancouver, BC",Condo,2022-02-09,965000,2 bed,2 bath,847.0,0.0,0.0,0.0,0.0,,,,,,,,"255 W 1st Street , North Vancouver","(49.3138962, -123.0844464)",49.3138962,-123.0844464
R2651637,BC,Vancouver,North Vancouver,Lower Lonsdale,552 E 6th Street,"552 E 6th Street, North Vancouver, BC",Single Family,2022-02-09,2799000,4 bed,4 bath,3059.0,0.0,0.0,0.0,0.0,,,,,,,,"552 E 6th Street , North Vancouver","(49.3116717, -123.06089329341927)",49.3116717,-123.06089329341927
R2651547,BC,Vancouver,Vancouver,Knight,4586 Knight Street,"4586 Knight Street, Vancouver, BC",Single Family,2022-02-09,2088000,4 bed,2 bath,1847.0,0.0,0.0,0.0,0.0,,,,,,,,"4586 Knight Street , Vancouver","(49.24382475, -123.07589705049122)",49.24382475,-123.07589705049122
R2651719,BC,Vancouver,Vancouver,South Marine,8538 River District Crossing,"2107-8538 River District Crossing, Vancouver, BC",Condo,2022-02-09,928800,2 bed,2 bath,903.0,0.0,0.0,0.0,0.0,,,,,,,,"8538 River District Crossing , Vancouver","(49.2064555, -123.0306417)",49.2064555,-123.0306417
R2651699,BC,Vancouver,Vancouver,S.W. Marine,8588 Cornish Street,"509-8588 Cornish Street, Vancouver, BC",Condo,2022-02-09,1498000,3 bed,2 bath,1203.0,0.0,0.0,0.0,0.0,,,,,,,,"8588 Cornish Street , Vancouver","(49.2101163, -123.1420754)",49.2101163,-123.1420754
R2651593,BC,Vancouver,North Vancouver,Upper Delbrook,515 Montroyal Place,"515 Montroyal Place, North Vancouver, BC",Single Family,2022-02-09,1968000,5 bed,3 bath,2702.0,0.0,0.0,0.0,0.0,,,,,,,,"515 Montroyal Place , North Vancouver","(49.3529279, -123.0825172)",49.3529279,-123.0825172
R2651932,BC,Vancouver,Vancouver,MacKenzie Heights,3025 W 33rd Avenue,"3025 W 33rd Avenue, Vancouver, BC",Single Family,2022-02-09,3180000,4 bed,4 bath,2716.0,0.0,0.0,0.0,0.0,,,,,,,,"3025 W 33rd Avenue , Vancouver","(49.2413285, -123.1249999)",49.2413285,-123.1249999
R2651649,BC,Vancouver,Burnaby,Metrotown,5790 Patterson Avenue,"301-5790 Patterson Avenue, Burnaby, BC",Condo,2022-02-09,729000,2 bed,2 bath,1052.0,0.0,0.0,0.0,0.0,,,,,,,,"5790 Patterson Avenue , Burnaby","(49.232041699999996, -123.01201135289017)",49.232041699999996,-123.01201135289017
R2651419,BC,Vancouver,Burnaby,Edmonds BE,7250 18th Avenue,"116-7250 18th Avenue, Burnaby, BC",Townhome,2022-02-09,1099000,3 bed,3 bath,1122.0,0.0,0.0,0.0,0.0,,,,,,,,"7250 18th Avenue , Burnaby","(49.2129741, -122.9579417)",49.2129741,-122.9579417
R2651982,BC,Vancouver,Burnaby,Central BN,5675 Laurel Street,"5675 Laurel Street, Burnaby, BC",Single Family,2022-02-09,1688000,3 bed,1 bath,1500.0,0.0,0.0,0.0,0.0,,,,,,,,"5675 Laurel Street , Burnaby","(49.2541967, -123.0228048)",49.2541967,-123.0228048
R2652441,BC,Vancouver,Vancouver,Cambie,4963 Cambie Street,"505-4963 Cambie Street, Vancouver, BC",Condo,2022-02-09,2199000,3 bed,3 bath,1372.0,0.0,0.0,0.0,0.0,,,,,,,,"4963 Cambie Street , Vancouver","(49.2785041, -123.114512)",49.2785041,-123.114512
R2651695,BC,Vancouver,Vancouver,Collingwood VE,3663 Crowley Drive,"807-3663 Crowley Drive, Vancouver, BC",Condo,2022-02-09,699000,2 bed,2 bath,880.0,0.0,0.0,0.0,0.0,,,,,,,,"3663 Crowley Drive , Vancouver","(49.2353076, -123.0270482)",49.2353076,-123.0270482
R2651659,BC,Vancouver,Vancouver,West End VW,1420 W Georgia Street,"1607-1420 W Georgia Street, Vancouver, BC",Condo,2022-02-09,669000,1 bed,1 bath,547.0,0.0,0.0,0.0,0.0,,,,,,,,"1420 W Georgia Street , Vancouver","(49.2852933, -123.122458)",49.2852933,-123.122458
R2651690,BC,Vancouver,Burnaby,Parkcrest,6295 Napier Street,"6295 Napier Street, Burnaby, BC",Single Family,2022-02-09,2090000,5 bed,2 bath,2342.0,0.0,0.0,0.0,0.0,,,,,,,,"6295 Napier Street , Burnaby","(49.2743031, -122.9653287)",49.2743031,-122.9653287
R2651687,BC,Vancouver,West Vancouver,Eagle Harbour,5482 Greenleaf Road,"5482 Greenleaf Road, West Vancouver, BC",Single Family,2022-02-09,2399000,3 bed,3 bath,1941.0,0.0,0.0,0.0,0.0,,,,,,,,"5482 Greenleaf Road , West Vancouver","(49.3511775, -123.2615685)",49.3511775,-123.2615685
R2651684,BC,Vancouver,North Vancouver,Edgemont,3824 Emerald Drive,"3824 Emerald Drive, North Vancouver, BC",Single Family,2022-02-09,2298800,3 bed,2 bath,1656.0,0.0,0.0,0.0,0.0,,,,,,,,"3824 Emerald Drive , North Vancouver","(49.3448593, -123.1019764)",49.3448593,-123.1019764
R2651528,BC,Vancouver,West Vancouver,Park Royal,576 Arthur Erickson Place,"576 Arthur Erickson Place, West Vancouver, BC",Single Family,2022-02-09,3299900,3 bed,4 bath,2584.0,0.0,0.0,0.0,0.0,,,,,,,,"576 Arthur Erickson Place , West Vancouver","(49.3301634, -123.1362759)",49.3301634,-123.1362759
R2651523,BC,Vancouver,Burnaby,Capitol Hill BN,55 Canberra Avenue,"55 Canberra Avenue, Burnaby, BC",Single Family,2022-02-09,2088000,4 bed,3 bath,2941.0,0.0,0.0,0.0,0.0,,,,,,,,"55 Canberra Avenue , Burnaby","(49.2831988, -122.993326)",49.2831988,-122.993326
R2651588,BC,Vancouver,North Vancouver,Pemberton NV,1633 Capilano Road,"1205-1633 Capilano Road, North Vancouver, BC",Condo,2022-02-09,1749900,2 bed,2 bath,945.0,0.0,0.0,0.0,0.0,,,,,,,,"1633 Capilano Road , North Vancouver","(49.3487227, -123.1098983)",49.3487227,-123.1098983
R2651433,BC,Vancouver,North Vancouver,Lynn Valley,2665 Mountain Highway,"318-2665 Mountain Highway, North Vancouver, BC",Condo,2022-02-09,1139000,3 bed,2 bath,1122.0,0.0,0.0,0.0,0.0,,,,,,,,"2665 Mountain Highway , North Vancouver","(49.33261145, -123.03829666520414)",49.33261145,-123.03829666520414
R2651815,BC,Vancouver,North Vancouver,Central Lonsdale,112 E 13th Street,"1509-112 E 13th Street, North Vancouver, BC",Condo,2022-02-09,699000,1 bed,1 bath,630.0,0.0,0.0,0.0,0.0,,,,,,,,"112 E 13th Street , North Vancouver","(49.3200012, -123.0698661)",49.3200012,-123.0698661
R2651550,BC,Vancouver,Vancouver,Cambie,5693 Elizabeth Street,"205-5693 Elizabeth Street, Vancouver, BC",Condo,2022-02-09,1190000,2 bed,2 bath,1122.0,0.0,0.0,0.0,0.0,,,,,,,,"5693 Elizabeth Street , Vancouver","(49.2337045, -123.1125021)",49.2337045,-123.1125021
R2651685,BC,Vancouver,North Vancouver,Central Lonsdale,449 E 13th Street,"449 E 13th Street, North Vancouver, BC",Single Family,2022-02-09,3698000,7 bed,7 bath,4900.0,0.0,0.0,0.0,0.0,,,,,,,,"449 E 13th Street , North Vancouver","(49.31962915, -123.06089487379926)",49.31962915,-123.06089487379926
R2651706,BC,Vancouver,Vancouver,Fairview VW,1777 W 13th Avenue,"312-1777 W 13th Avenue, Vancouver, BC",Condo,2022-02-09,749000,2 bed,1 bath,842.0,0.0,0.0,0.0,0.0,,,,,,,,"1777 W 13th Avenue , Vancouver","(49.2601985, -123.145043)",49.2601985,-123.145043
R2651845,BC,Vancouver,North Vancouver,Upper Lonsdale,115 W Queens Road,"7-115 W Queens Road, North Vancouver, BC",Townhome,2022-02-09,1378000,2 bed,2 bath,1080.0,0.0,0.0,0.0,0.0,,,,,,,,"115 W Queens Road , North Vancouver","(49.3365583, -123.0853239)",49.3365583,-123.0853239
R2652027,BC,Vancouver,North Vancouver,Edgemont,3095 Crescentview Drive,"207-3095 Crescentview Drive, North Vancouver, BC",Condo,2022-02-09,1143750,1 bed,1 bath,750.0,0.0,0.0,0.0,0.0,,,,,,,,"3095 Crescentview Drive , North Vancouver","(49.3377581, -123.103339)",49.3377581,-123.103339
R2651553,BC,Vancouver,Vancouver,South Vancouver,8181 Chester Street,"705-8181 Chester Street, Vancouver, BC",Condo,2022-02-09,495000,1 bed,1 bath,477.0,0.0,0.0,0.0,0.0,,,,,,,,"8181 Chester Street , Vancouver","(49.2310553, -123.0892392)",49.2310553,-123.0892392
R2651653,BC,Vancouver,Burnaby,Forest Glen BS,4808 Hazel Street,"2908-4808 Hazel Street, Burnaby, BC",Condo,2022-02-09,850000,2 bed,2 bath,881.0,0.0,0.0,0.0,0.0,,,,,,,,"4808 Hazel Street , Burnaby","(49.2279938, -122.99591141243765)",49.2279938,-122.99591141243765
R2651453,BC,Vancouver,Vancouver,Knight,1356 E 21st Avenue,"1356 E 21st Avenue, Vancouver, BC",Single Family,2022-02-09,1998000,5 bed,2 bath,1584.0,0.0,0.0,0.0,0.0,,,,,,,,"1356 E 21st Avenue , Vancouver","(49.2515341, -123.0771442268443)",49.2515341,-123.0771442268443
R2651580,BC,Vancouver,Vancouver,South Granville,5859 Hudson Street,"5859 Hudson Street, Vancouver, BC",Single Family,2022-02-09,6880000,5 bed,7 bath,5264.0,0.0,0.0,0.0,0.0,,,,,,,,"5859 Hudson Street , Vancouver","(49.2427156, -123.134768)",49.2427156,-123.134768
R2651672,BC,Vancouver,North Vancouver,Lower Lonsdale,270 E 3rd Street,"3-270 E 3rd Street, North Vancouver, BC",Townhome,2022-02-09,1347000,3 bed,2 bath,1760.0,0.0,0.0,0.0,0.0,,,,,,,,"270 E 3rd Street , North Vancouver","(49.31124595, -123.07127564999999)",49.31124595,-123.07127564999999
R2651496,BC,Vancouver,Vancouver,Point Grey,3755 W 8th Avenue,"312-3755 W 8th Avenue, Vancouver, BC",Condo,2022-02-09,1489000,2 bed,2 bath,1643.0,0.0,0.0,0.0,0.0,,,,,,,,"3755 W 8th Avenue , Vancouver","(49.2645924, -123.14348)",49.2645924,-123.14348
R2651919,BC,Vancouver,Vancouver,South Marine,8188 Fraser Street,"1106-8188 Fraser Street, Vancouver, BC",Condo,2022-02-09,635000,1 bed,1 bath,505.0,0.0,0.0,0.0,0.0,,,,,,,,"8188 Fraser Street , Vancouver","(49.2501799, -123.0900995)",49.2501799,-123.0900995
R2651935,BC,Vancouver,Vancouver,Point Grey,4580 W 1st Avenue,"4580 W 1st Avenue, Vancouver, BC",Single Family,2022-02-09,3980000,5 bed,3 bath,2531.0,0.0,0.0,0.0,0.0,,,,,,,,"4580 W 1st Avenue , Vancouver","(49.2702567, -123.109416)",49.2702567,-123.109416
R2651913,BC,Vancouver,Vancouver,Shaughnessy,5588 Churchill Street,"5588 Churchill Street, Vancouver, BC",Single Family,2022-02-09,9980000,7 bed,5 bath,5931.0,0.0,0.0,0.0,0.0,,,,,,,,"5588 Churchill Street , Vancouver","(49.235647549999996, -123.14092553401915)",49.235647549999996,-123.14092553401915
R2651380,BC,Vancouver,North Vancouver,Roche Point,580 Raven Woods Drive,"513-580 Raven Woods Drive, North Vancouver, BC",Condo,2022-02-09,1240000,2 bed,2 bath,1487.0,0.0,0.0,0.0,0.0,,,,,,,,"580 Raven Woods Drive , North Vancouver","(49.30721595, -122.97229049948784)",49.30721595,-122.97229049948784
R2651584,BC,Vancouver,Vancouver,Grandview Woodland,2044 E 7th Avenue,"2044 E 7th Avenue, Vancouver, BC",Single Family,2022-02-09,2088000,3 bed,4 bath,2834.0,0.0,0.0,0.0,0.0,,,,,,,,"2044 E 7th Avenue , Vancouver","(49.2646072, -123.1010946)",49.2646072,-123.1010946
R2651617,BC,Vancouver,West Vancouver,Ambleside,1730 Duchess Avenue,"401-1730 Duchess Avenue, West Vancouver, BC",Condo,2022-02-09,649000,1 bed,1 bath,865.0,0.0,0.0,0.0,0.0,,,,,,,,"1730 Duchess Avenue , West Vancouver","(49.3292752, -123.1348884)",49.3292752,-123.1348884
R2652458,BC,Vancouver,Vancouver,Cambie,4963 Cambie Street,"A504-4963 Cambie Street, Vancouver, BC",Condo,2022-02-09,2369000,3 bed,3 bath,1552.0,0.0,0.0,0.0,0.0,,,,,,,,"4963 Cambie Street , Vancouver","(49.2785041, -123.114512)",49.2785041,-123.114512
R2651826,BC,Vancouver,Vancouver,South Granville,6683 Oak Street,"6683 Oak Street, Vancouver, BC",Single Family,2022-02-09,3880000,7 bed,5 bath,3760.0,0.0,0.0,0.0,0.0,,,,,,,,"6683 Oak Street , Vancouver","(49.22508525, -123.12875980000001)",49.22508525,-123.12875980000001
R2651591,BC,Vancouver,Vancouver,South Granville,7128 Adera Street,"316-7128 Adera Street, Vancouver, BC",Condo,2022-02-09,1299900,2 bed,2 bath,880.0,0.0,0.0,0.0,0.0,,,,,,,,"7128 Adera Street , Vancouver","(49.2192209, -123.1438114)",49.2192209,-123.1438114
R2651408,BC,Vancouver,West Vancouver,Ambleside,1340 Duchess Avenue,"204-1340 Duchess Avenue, West Vancouver, BC",Condo,2022-02-09,628000,2 bed,1 bath,873.0,0.0,0.0,0.0,0.0,,,,,,,,"1340 Duchess Avenue , West Vancouver","(49.3293525, -123.15276599927537)",49.3293525,-123.15276599927537
R2651231,BC,Vancouver,West Vancouver,Sentinel Hill,888 Sentinel Drive,"888 Sentinel Drive, West Vancouver, BC",Single Family,2022-02-08,6980000,5 bed,10 bath,7501.0,0.0,0.0,0.0,0.0,,,,,,,,"888 Sentinel Drive , West Vancouver","(49.3329436, -123.1406052)",49.3329436,-123.1406052
R2651304,BC,Vancouver,Vancouver,Kerrisdale,2320 W 40th Avenue,"215-2320 W 40th Avenue, Vancouver, BC",Condo,2022-02-08,885000,2 bed,2 bath,890.0,0.0,0.0,0.0,0.0,,,,,,,,"2320 W 40th Avenue , Vancouver","(49.2356884, -123.1820241)",49.2356884,-123.1820241
R2651341,BC,Vancouver,North Vancouver,Forest Hills NV,955 Hampshire Road,"955 Hampshire Road, North Vancouver, BC",Single Family,2022-02-08,2898000,5 bed,3 bath,2805.0,0.0,0.0,0.0,0.0,,,,,,,,"955 Hampshire Road , North Vancouver","(49.3476014, -123.095795)",49.3476014,-123.095795
R2651275,BC,Vancouver,Vancouver,Knight,4327 Perry Street,"4327 Perry Street, Vancouver, BC",Single Family,2022-02-08,1488000,3 bed,4 bath,1263.0,0.0,0.0,0.0,0.0,,,,,,,,"4327 Perry Street , Vancouver","(49.2493272, -123.071146)",49.2493272,-123.071146
R2651254,BC,Vancouver,Burnaby,Brentwood Park,2060 Bellwood Avenue,"G1-2060 Bellwood Avenue, Burnaby, BC",Condo,2022-02-08,568000,2 bed,1 bath,1028.0,0.0,0.0,0.0,0.0,,,,,,,,"2060 Bellwood Avenue , Burnaby","(49.2656846, -122.9874160639353)",49.2656846,-122.9874160639353
R2650977,BC,Vancouver,Vancouver,Mount Pleasant VE,825 E 7th Avenue,"101-825 E 7th Avenue, Vancouver, BC",Condo,2022-02-08,538000,1 bed,1 bath,434.0,0.0,0.0,0.0,0.0,,,,,,,,"825 E 7th Avenue , Vancouver","(49.2646072, -123.1010946)",49.2646072,-123.1010946
R2651449,BC,Vancouver,Vancouver,University VW,5735 Hampton Place,"406-5735 Hampton Place, Vancouver, BC",Condo,2022-02-08,749900,2 bed,1 bath,860.0,0.0,0.0,0.0,0.0,,,,,,,,"5735 Hampton Place , Vancouver","(49.25886075, -123.23456963343148)",49.25886075,-123.23456963343148
R2650929,BC,Vancouver,North Vancouver,Lower Lonsdale,170 W 1st Street,"906-170 W 1st Street, North Vancouver, BC",Condo,2022-02-08,1199900,3 bed,2 bath,1147.0,0.0,0.0,0.0,0.0,,,,,,,,"170 W 1st Street , North Vancouver","(49.3132309, -123.0810853857516)",49.3132309,-123.0810853857516
R2651301,BC,Vancouver,Vancouver,Kerrisdale,2250 W 43rd Avenue,"206-2250 W 43rd Avenue, Vancouver, BC",Condo,2022-02-08,499000,1 bed,1 bath,825.0,0.0,0.0,0.0,0.0,,,,,,,,"2250 W 43rd Avenue , Vancouver","(49.2328723, -123.1657628)",49.2328723,-123.1657628
R2651607,BC,Vancouver,Vancouver,University VW,5735 Hampton Place,"406-5735 Hampton Place, Vancouver, BC",Condo,2022-02-08,749900,2 bed,1 bath,860.0,0.0,0.0,0.0,0.0,,,,,,,,"5735 Hampton Place , Vancouver","(49.25886075, -123.23456963343148)",49.25886075,-123.23456963343148
R2651535,BC,Vancouver,Vancouver,Quilchena,1833 W 35th Avenue,"1833 W 35th Avenue, Vancouver, BC",Single Family,2022-02-08,5980000,4 bed,5 bath,4019.0,0.0,0.0,0.0,0.0,,,,,,,,"1833 W 35th Avenue , Vancouver","(49.2402879, -123.1576086)",49.2402879,-123.1576086
R2651596,BC,Vancouver,Vancouver,Victoria VE,2239 E 34th Avenue,"2239 E 34th Avenue, Vancouver, BC",Single Family,2022-02-08,1950000,5 bed,3 bath,2200.0,0.0,0.0,0.0,0.0,,,,,,,,"2239 E 34th Avenue , Vancouver","(49.2392744, -123.0686585)",49.2392744,-123.0686585
R2651194,BC,Vancouver,Vancouver,Yaletown,928 Beatty Street,"2011-928 Beatty Street, Vancouver, BC",Condo,2022-02-08,739900,1 bed,1 bath,616.0,0.0,0.0,0.0,0.0,,,,,,,,"928 Beatty Street , Vancouver","(49.2761383, -123.11543077131088)",49.2761383,-123.11543077131088
R2650924,BC,Vancouver,West Vancouver,Cypress Park Estates,4665 Woodridge Place,"4665 Woodridge Place, West Vancouver, BC",Single Family,2022-02-08,6250000,3 bed,1 bath,2988.0,0.0,0.0,0.0,0.0,,,,,,,,"4665 Woodridge Place , West Vancouver","(49.3556753, -123.2445603)",49.3556753,-123.2445603
R2651485,BC,Vancouver,Vancouver,South Marine,3530 Sawmill Crescent,"3530-3530 Sawmill Crescent, Vancouver, BC",Townhome,2022-02-08,1188800,2 bed,3 bath,1287.0,0.0,0.0,0.0,0.0,,,,,,,,"3530 Sawmill Crescent , Vancouver","(49.2057338, -123.0289001)",49.2057338,-123.0289001
R2651614,BC,Vancouver,Vancouver,Downtown VW,128 W Cordova Street,"1502-128 W Cordova Street, Vancouver, BC",Condo,2022-02-08,999000,0 bed,2 bath,917.0,0.0,0.0,0.0,0.0,,,,,,,,"128 W Cordova Street , Vancouver","(49.28294875, -123.10807779919384)",49.28294875,-123.10807779919384
R2651156,BC,Vancouver,Vancouver,Yaletown,1328 Homer Street,"707-1328 Homer Street, Vancouver, BC",Condo,2022-02-08,1360000,3 bed,2 bath,1267.0,0.0,0.0,0.0,0.0,,,,,,,,"1328 Homer Street , Vancouver","(49.2737586, -123.1252299)",49.2737586,-123.1252299
R2651043,BC,Vancouver,North Vancouver,Lynn Valley,3148 Mountain Highway,"3148 Mountain Highway, North Vancouver, BC",Townhome,2022-02-08,919900,2 bed,1 bath,1145.0,0.0,0.0,0.0,0.0,,,,,,,,"3148 Mountain Highway , North Vancouver","(49.3555619, -123.0369573)",49.3555619,-123.0369573
R2651501,BC,Vancouver,Vancouver,Northyards,1023 Brothers Place,"1023 Brothers Place, Vancouver, BC",Single Family,2022-02-08,975000,3 bed,2 bath,1272.0,0.0,0.0,0.0,0.0,,,,,,,,"1023 Brothers Place , Vancouver","(nan, nan)",,
R2651872,BC,Vancouver,Burnaby,Brentwood Park,4650 Brentwood Boulevard,"3309-4650 Brentwood Boulevard, Burnaby, BC",Condo,2022-02-08,698000,1 bed,1 bath,540.0,0.0,0.0,0.0,0.0,,,,,,,,"4650 Brentwood Boulevard , Burnaby","(49.2671443, -123.0000329)",49.2671443,-123.0000329
R2650948,BC,Vancouver,Vancouver,Kitsilano,3451 W 16th Avenue,"3451 W 16th Avenue, Vancouver, BC",Single Family,2022-02-08,3188000,5 bed,5 bath,2992.0,0.0,0.0,0.0,0.0,,,,,,,,"3451 W 16th Avenue , Vancouver","(49.2556312, -123.236827)",49.2556312,-123.236827
R2651025,BC,Vancouver,Burnaby,Brentwood Park,1955 Alpha Way,"1909-1955 Alpha Way, Burnaby, BC",Condo,2022-02-08,899000,2 bed,2 bath,874.0,0.0,0.0,0.0,0.0,,,,,,,,"1955 Alpha Way , Burnaby","(49.2668245, -123.0003777)",49.2668245,-123.0003777
